author,episode_number,episode_title,quote,season
Ross,19.0,Joey's Fridge,"You don't understand! Elizabeth was about to ask me to go on a trip with her! Is that taking it slow?! No, I'm not ready for this! Okay? What-what do I tell her?",6.0
Chandler,19.0,Joey's Fridge,Just tell her the truth! Tell her you're not ready.,6.0
Ross,19.0,Joey's Fridge,"I can do that. Oh-oh, what if she gets upset?",6.0
Chandler,19.0,Joey's Fridge,Then you distract her with a barbie doll.,6.0
Joey,19.0,Joey's Fridge,"Or! You can just, y'know",6.0
Ross,19.0,Joey's Fridge,What the hell are you doing?,6.0
Joey,19.0,Joey's Fridge,What? What the hell am I doing? You just broke my fridge!,6.0
Ross,19.0,Joey's Fridge,"What?! What? How do you, how do you even know its broken?!",6.0
Joey,19.0,Joey's Fridge,"Oh-ho-ho, you think I don't know what breaks my fridge? Excuse me! Well what do you know! Broken! That'll be $400!",6.0
Chandler,19.0,Joey's Fridge,"Joey, I saw you push him!",6.0
Joey,19.0,Joey's Fridge,You pushed him!,6.0
Ross,19.0,Joey's Fridge,"Joey, I did not break this! Okay? That has been broken for a while.",6.0
Joey,19.0,Joey's Fridge,"All right. Chandler, do you remember how I told you about our fridge?",6.0
Joey,19.0,Joey's Fridge,I still haven't gotten a check for your half yet.,6.0
Ross,19.0,Joey's Fridge,Do not give him any money!,6.0
Joey,19.0,Joey's Fridge,I'm not talking to you! You broke my fridge!,6.0
Ross,19.0,Joey's Fridge,"Yes. Yes! Please, come in.",6.0
Ross,19.0,Joey's Fridge,"Yeah, it kinda grows on you. Actually, I wanted to finish talking to you about uh, spring vacation.",6.0
Ross,19.0,Joey's Fridge,"Look, I look, I'm having a great time with you and I just don't want us to move to fast or put to much pressure on us. So, I'm sorry I just don't think we should go away together yet. It's-it's too soon.",6.0
Ross,19.0,Joey's Fridge,No. I think you misunderstood what I was saying. What I meant was,6.0
Ross,19.0,Joey's Fridge,That! Let's talk about that.,6.0
Monica,19.0,Joey's Fridge,Hey! How did it go with elizabeth?,6.0
Ross,19.0,Joey's Fridge,"Huh? Oh-oh, it was fine. Uh, it was just a misunderstanding. She didn't want me to go with her. She just wanted to let me know that she's going to florida for spring vacation.",6.0
Chandler,19.0,Joey's Fridge,"Wait a minute, is she going for spring vacation or is she going for spring break?",6.0
Ross,19.0,Joey's Fridge,What's-what's the difference?,6.0
Monica,19.0,Joey's Fridge,"Well, spring vacation is doing nice things with your grandparents. Spring break you're doing frat guys.",6.0
Ross,19.0,Joey's Fridge,"Hey, y'know what? Not all spring breaks are like that.",6.0
Phoebe,19.0,Joey's Fridge,What did you do on yours?,6.0
Ross,19.0,Joey's Fridge,I went to egypt with my dad.,6.0
Chandler,19.0,Joey's Fridge,"I can see it now, ""look dad, it's the sphinx!""",6.0
Ross,19.0,Joey's Fridge,"Hey, I think elizabeth is a little more serious than, ""spring break!"" all right? I mean she's taken my class!",6.0
Monica,19.0,Joey's Fridge,And slept with the professor.,6.0
Ross,19.0,Joey's Fridge,I'm gonna call her.,6.0
Rachel,19.0,Joey's Fridge,"Hey! You guys umm, I want you to meet sebastian.",6.0
Rachel,19.0,Joey's Fridge,"We just uh, we just met at the newsstand. We both grabbed for the last field & stream. What? I read that.",6.0
Rachel,19.0,Joey's Fridge,Oh yes! Thank you!,6.0
Phoebe,19.0,Joey's Fridge,"Rachel, what the hell is this?!",6.0
Phoebe,19.0,Joey's Fridge,You ask us to find you a guy and you come traipsing in here with your own!,6.0
Rachel,19.0,Joey's Fridge,You found me a guy?,6.0
Monica,19.0,Joey's Fridge,Yes! We found you a really cute and funny guy from chandler's work!,6.0
Phoebe,19.0,Joey's Fridge,Yeah and i-i found you one too who is not a weirdo.,6.0
Rachel,19.0,Joey's Fridge,"Well, y'know what though you guys? I really appreciate that but I think I'm just gonna take sebastian to the charity.",6.0
Chandler,19.0,Joey's Fridge,Are you sure?! Because our guy smells incredible!,6.0
Monica,19.0,Joey's Fridge,"Uh, would you stop it with that already?!",6.0
Rachel,19.0,Joey's Fridge,"Oh, thank you.",6.0
Phoebe,19.0,Joey's Fridge,"So, sebastian, do you do any volunteer work?",6.0
Phoebe,19.0,Joey's Fridge,"No reason, it's just I know a single guy that cares about other people.",6.0
Chandler,19.0,Joey's Fridge,Are you funny?,6.0
Rachel,19.0,Joey's Fridge,What are you guys doing?,6.0
Monica,19.0,Joey's Fridge,Are you funny? Tell us a joke!,6.0
Phoebe,19.0,Joey's Fridge,"Well, so do a lot of people.",6.0
Rachel,19.0,Joey's Fridge,"Oh, but y'know, no, you didn't give me your phone number.",6.0
Chandler,19.0,Joey's Fridge,Turns out he is kinda funny.,6.0
Rachel,19.0,Joey's Fridge,I cannot believe you guys! He was really nice and he left because of you!,6.0
Chandler,19.0,Joey's Fridge,"Yeah, but sebastian? What is that? A cat's name?",6.0
Phoebe,19.0,Joey's Fridge,"Yeah, y'know what I noticed rachel? He scares easy. Is that the kind of guy you'd like to take to a ball? ""hey sebastian, would you like to dance?"" ""uhh, okay- I gotta go!""",6.0
Monica,19.0,Joey's Fridge,"All right guys stop it. Rachel, we're very sorry that is a very insensitive thing for us to do. And y'know what? Let us make it up to you, we have two really great guys for you.",6.0
Phoebe,19.0,Joey's Fridge,Yeah! What have you got to lose? Y'know you might even end up with someone really special if you pick my guy.,6.0
Chandler,19.0,Joey's Fridge,"Okay, so you will meet our guys?",6.0
Rachel,19.0,Joey's Fridge,"Yes, I'll meet 'em.",6.0
Chandler,19.0,Joey's Fridge,"Okay now it doesn't matter which one you choose, y'know? It's completely up to you. Our guy is perfect, or you can go out with the guy phoebe deemed not good enough to go out with herself.",6.0
Joey,19.0,Joey's Fridge,"Pheebs! There you are! Okay, you broke my fridge; you owe me 400 bucks!",6.0
Phoebe,19.0,Joey's Fridge,"Ooh, technically you owe me $600 for sending out happy thoughts on your last ten auditions.",6.0
Joey,19.0,Joey's Fridge,Call it even?,6.0
Chandler,19.0,Joey's Fridge,"Well, there you are! So what did elizabeth say?",6.0
Ross,19.0,Joey's Fridge,"Well, it turns out that she is going to daytona for spring break woo-hoo. That means, that means wet t-shirt contests, guys doing shots off of girl's bodies, waking up next to people you don't even know",6.0
Joey,19.0,Joey's Fridge,"Man, she is going to have a great time! Is she staying at the hotel corona?",6.0
Chandler,19.0,Joey's Fridge,You know the hotels?,6.0
Joey,19.0,Joey's Fridge,Sure! I was there! Spring break '81! Woo-hoo!,6.0
Monica,19.0,Joey's Fridge,In 1981 you were 13!,6.0
Joey,19.0,Joey's Fridge,"So what? I drove down, sold t-shirts, had a blast. And y'know who knows how to party? Drunk college chicks.",6.0
Ross,19.0,Joey's Fridge,"Okay, she can't go.",6.0
Phoebe,19.0,Joey's Fridge,"Ross, you can't tell her not to go. You just started dating.",6.0
Ross,19.0,Joey's Fridge,Then what am I supposed to do?,6.0
Phoebe,19.0,Joey's Fridge,"Nothing, you just have to be cool with it.",6.0
Ross,19.0,Joey's Fridge,"Well, what is she goes down and-and sleeps with a bunch of guys?",6.0
Chandler,19.0,Joey's Fridge,"Well, maybe you don't marry this one.",6.0
Ross,19.0,Joey's Fridge,I'm so glad you're going on this trip!,6.0
Ross,19.0,Joey's Fridge,"Sure. Sure. Look I don't, I don't know if your plans are finalized yet, but umm, hey i-i know another great way to blow off steam.",6.0
Ross,19.0,Joey's Fridge,Are you into crafts at all?,6.0
Ross,19.0,Joey's Fridge,"Well, yeah, of-of course I'm okay! What? I'm just being supportive. Supportive of you and this whole trip, and-and what-what is uh, what's this?",6.0
Ross,19.0,Joey's Fridge,To wear in front of people?,6.0
Chandler,19.0,Joey's Fridge,Good-good-good-good.,6.0
Monica,19.0,Joey's Fridge,We're really glad you decided to meet our guy.,6.0
Monica,19.0,Joey's Fridge,"You're gonna like him so much. So umm, when do you want to meet him?",6.0
Rachel,19.0,Joey's Fridge,I don't know. I know I don't work late tomorrow night.,6.0
Chandler,19.0,Joey's Fridge,"Tomorrow night is good. Tomorrow night is good, but uh, y'know what? Why put off something till tomorrow that you can do right now? Eldad come here!",6.0
Monica,19.0,Joey's Fridge,"Eldad, this is rachel.",6.0
Rachel,19.0,Joey's Fridge,Well-well a little blind sided but y'know good.,6.0
Chandler,19.0,Joey's Fridge,"Eldad, sit down. Move over! Move over now!",6.0
Chandler,19.0,Joey's Fridge,There you go! There you are!,6.0
Monica,19.0,Joey's Fridge,Okay! Okay! We can take a hint! What are you doing here?!,6.0
Phoebe,19.0,Joey's Fridge,This is patrick.,6.0
Chandler,19.0,Joey's Fridge,"Hi. Okay, you're too late okay? Because she's already with our guy.",6.0
Phoebe,19.0,Joey's Fridge,"Oh my god, you're right! I am too late; they're sitting on the couch and talking! Come on! Rachel?",6.0
Phoebe,19.0,Joey's Fridge,This is patrick.,6.0
Phoebe,19.0,Joey's Fridge,"Yeah, this is the guy I was telling you about.",6.0
Phoebe,19.0,Joey's Fridge,"Yeah. And believe me, this suit does not do justice to what's underneath it.",6.0
Rachel,19.0,Joey's Fridge,"Oh-okay, but pheebs?",6.0
Rachel,19.0,Joey's Fridge,I'm just sort of in the middle of something.,6.0
Phoebe,19.0,Joey's Fridge,"Oh! Okay! Yeah, that's okay. Have a seat.",6.0
Monica,19.0,Joey's Fridge,No! You can't do that!,6.0
Monica,19.0,Joey's Fridge,Sit down! We're winning!,6.0
Rachel,19.0,Joey's Fridge,"Okay, y'know what? Maybe I should go!",6.0
Monica,19.0,Joey's Fridge,Rachel! Rachel! You haven't touched eldad's hair!,6.0
Chandler,19.0,Joey's Fridge,It is the softest hair! Touch it!,6.0
Rachel,19.0,Joey's Fridge,"Yeah, I'm good.",6.0
Phoebe,19.0,Joey's Fridge,Rachel? Patrick is really rich. Give her some money.,6.0
Monica,19.0,Joey's Fridge,"That's right patrick, bye-bye!",6.0
Chandler,19.0,Joey's Fridge,Eldad is much more cooperative! And he can dance! You dance for rachel!,6.0
Rachel,19.0,Joey's Fridge,No-no! Don't dance for me! Please? Don't! What is the matter with you guys?,6.0
Phoebe,19.0,Joey's Fridge,"Yeah, okay, let's talk it out.",6.0
Rachel,19.0,Joey's Fridge,I am I the only one that this is embarrassing for?,6.0
Rachel,19.0,Joey's Fridge,"I'll tell ya who should be embarrassed! It's you guys! Come on! This is ridiculous! Thank you very much, but I do not need you to get me a date!",6.0
Phoebe,19.0,Joey's Fridge,Then why did she ask us to,6.0
Rachel,19.0,Joey's Fridge,"I am still talking!! And then you chase away the one guy that I actually liked! I mean, no offense to you guys. Really! I mean congratulations on all the cash, and-and y'know- - wow! You do have very soft hair! But I would much rather go to the ball all by myself than go through anymore of this! Good-bye! Now do you use some sort of special conditioner on that hair?!",6.0
Ross,19.0,Joey's Fridge,"So uh, have a great time down there.",6.0
Ross,19.0,Joey's Fridge,"Yeah. And did you, did you pack that bathing suit?",6.0
Ross,19.0,Joey's Fridge,"It was pretty funny when i, when I hid it for a while, huh? Anyway, umm, i-i am worried about that bathing suit, not because it's revealing which I'm fine with, no I'm concerned about your health, sun exposure.",6.0
Ross,19.0,Joey's Fridge,"Well, if what's in the bottle is actually 30. I mean sometimes you get 30, sometimes it's-it's get 4, and I swear to god more often than not it's just milk.",6.0
Phoebe,19.0,Joey's Fridge,"Rachel, we're sorry for pushing those guys on you.",6.0
Rachel,19.0,Joey's Fridge,"Oh that's all right! Y'know, I ended up having a really good time. Y'know, the charity was a big success and they raised a lot of money and awareness.",6.0
Chandler,19.0,Joey's Fridge,So what was it for anyway?,6.0
Rachel,19.0,Joey's Fridge,I wanna say a disease.,6.0
Joey,19.0,Joey's Fridge,I just got this really weird message from ross. He said turn on mtv.,6.0
Rachel,19.0,Joey's Fridge,Huh. All right.,6.0
Phoebe,19.0,Joey's Fridge,"Oh my god, look! That's elizabeth!",6.0
Rachel,19.0,Joey's Fridge,Oh-oh professor geller.,6.0
Joey,19.0,Joey's Fridge,"Ahh, to be 13 again.",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"The reactor's gonna blow in three seconds, we're never gonna make it!",6.0
Phoebe,20.0,Mac And C.H.E.E.S.E.,You've got to get out of here! Save yourself!,6.0
Joey,20.0,Mac And C.H.E.E.S.E.,No! I won't leave you!,6.0
Phoebe,20.0,Mac And C.H.E.E.S.E.,"Don't worry about me, I'm a robot! I'm just a machine!!",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,No you're not! Not to me!,6.0
Phoebe,20.0,Mac And C.H.E.E.S.E.,I am extremely talented!,6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"Yeah, you're great! Okay, let's take it from",6.0
Phoebe,20.0,Mac And C.H.E.E.S.E.,"No, I mean I was really acting my ass off.",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"Yeah, I thought I was pretty good too.",6.0
Phoebe,20.0,Mac And C.H.E.E.S.E.,"Oh yeah, you're solid. Yeah, you're just no me.",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,Y'know what? I think that's enough for now. Yeah. I don't want to be over rehearsed.,6.0
Phoebe,20.0,Mac And C.H.E.E.S.E.,Fine! I'll do it without you! I don't need you or anybody else! I'm gonna make it on my own! You'll see!! You'll all see!!,6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"So uh, what's this thing you're auditioning for?",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"Oh, it's a new tv show. Yeah. I'm up for the part of mac macaveli or ""mac."" yeah, I'm a detective and I solve crimes with the help of my robot partner. He's a, he's a computerized humanoid electronically enhanced secret enforcer or-or ""c.h.e.e.s.e.""",6.0
Rachel,20.0,Mac And C.H.E.E.S.E.,So mac and c.h.e.e.s.e.,6.0
Joey,20.0,Mac And C.H.E.E.S.E.,That's the title! Yeah! Y'know they really lucked out that the initials spell cheese.,6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,That is lucky.,6.0
Rachel,20.0,Mac And C.H.E.E.S.E.,"Huh- wait so joey if you get this, you're gonna be like the star of your own tv show! I mean you'll be like the big cheese! Or the big mac- hey! You love those!",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"Well, don't get your hopes up, because probably not gonna happen.",6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"Now-now, why would you say that joseph?",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,I mean come on you guys! My own tv show? I just don't know if I'm good enough.,6.0
Rachel,20.0,Mac And C.H.E.E.S.E.,"Joey, what are you talking about? You're a terrific actor.",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,You really think so?,6.0
Rachel,20.0,Mac And C.H.E.E.S.E.,"Ugh, how can you even ask that question?!",6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"Whoa, she's pretty.",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"Yeah, and oh she's really nice too. She taught me all about how to work the cameras, and smell-the-fart acting.",6.0
Rachel,20.0,Mac And C.H.E.E.S.E.,"I'm sorry, what?",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"It's like, you got so many lines to learn so fast, that sometimes you need a minute to remember your next one. So while you're thinkin' of it, you take this big pause where you look all intense, you know, like this.",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"There's my scene, there's my scene. ""mrs. Wallace, I'm dr. Drake ramoray, your sister's neurosurgeon. I'm afraid the situation is much worse than we expected. Your sister is suffering from a...""",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"Vell, eva, ve've done some excellent vork here, and I vould have to say, your pwoblem is qviiite clear.",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"I play al pacino's butt. All right? He goes into the shower, and then- I'm his butt. Monica: oh my god. Joey: c'mon, you guys. This is a real movie, and al pacino's in it, and that's big! Chandler: oh no, it's terrific, it's- it's- y'know, you deserve this, after all your years of struggling, you've finally been able to crack your way into show business. Joey: okay, okay, fine! Make jokes, I don't care! This is a big break for me! Ross: you're right, you're right, it is.",6.0
Ross,20.0,Mac And C.H.E.E.S.E.,So you gonna invite us all to the big opening?,6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"All right well, I'm outta here. Wish me luck.",6.0
Phoebe,20.0,Mac And C.H.E.E.S.E.,Gooood luck! Gooood luck! We all wish you good luuuuuuuuck!!!,6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"Yeah, whatever.",6.0
Ross,20.0,Mac And C.H.E.E.S.E.,It's your turn.,6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"Oh, are we playing this?!",6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,Hey! How'd the audition go?,6.0
Joey,20.0,Mac And C.H.E.E.S.E.,Terrible! I messed up every line! I shouldn't even be an actor!,6.0
Ross,20.0,Mac And C.H.E.E.S.E.,"Wait a minute, are you doing that thing where you pretend it didn't go well but it really did go well?",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"Yeah, did I fool ya?",6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,So it did go well.,6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"Oh, it went amazingly well!",6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,Oh that's great!,6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"Yeah-yeah, it's down to me and two other guys.",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"And I know both of them, they're really good. One of them is the guy from those allergy commercials who's always getting chased by those big flowers",6.0
Ross,20.0,Mac And C.H.E.E.S.E.,"Oh, I love that guy!",6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"Oh-oh, what are you doing?",6.0
Ross,20.0,Mac And C.H.E.E.S.E.,What am I doing?,6.0
Joey,20.0,Mac And C.H.E.E.S.E.,I'm just so nervous! Y'know? The callback isn't until tomorrow at five. I feel like my head is going to explode!,6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"Well, it is overdue.",6.0
Ross,20.0,Mac And C.H.E.E.S.E.,"Look, don't worry. Okay? You're gonna be fine.",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"There's just so much pressure. I mean no offense, but what you guys do is very different. I don't know if you'd understand.",6.0
Ross,20.0,Mac And C.H.E.E.S.E.,"Yeah, none of us have to deal with pressure at our jobs.",6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"Yes, fran. I know what time it is, but I'm looking at the wenus and I'm not happy!",6.0
Monica,20.0,Mac And C.H.E.E.S.E.,"Alright, well I'm tearing the lettuce.",6.0
Monica,20.0,Mac And C.H.E.E.S.E.,"Oh-oh, no no don't worry, I'm gonna wash it.",6.0
Monica,20.0,Mac And C.H.E.E.S.E.,That's your call.,6.0
Monica,20.0,Mac And C.H.E.E.S.E.,"Well, I thought that I would cut up the tomatos.",6.0
Monica,20.0,Mac And C.H.E.E.S.E.,They'r alright.,6.0
Monica,20.0,Mac And C.H.E.E.S.E.,"No really, they're ok.",6.0
Monica,20.0,Mac And C.H.E.E.S.E.,"Actually, I was gonna do them jullienne.",6.0
Monica,20.0,Mac And C.H.E.E.S.E.,I'm outa here.,6.0
Rachel,20.0,Mac And C.H.E.E.S.E.,"Monica, I'm quitting! I just helped an 81 year old woman put on a thong and she didn't even buy it! I'm telling you I'm quitting! That's it! I'm talking to my boss right now! Yes I am! Yes I am! Yes I am! Yes I am! Yes I am! Yes I am! Okay bye, call me when you get this message.",6.0
Monica,20.0,Mac And C.H.E.E.S.E.,"Well, what happened?",6.0
Phoebe,20.0,Mac And C.H.E.E.S.E.,"Well, he came in for a massage and everything was fine until...",6.0
Phoebe,20.0,Mac And C.H.E.E.S.E.,And all of the sudden his hands weren't the problem anymore.,6.0
Phoebe,20.0,Mac And C.H.E.E.S.E.,"Oh, boy scouts could've camped under it!",6.0
Ross,20.0,Mac And C.H.E.E.S.E.,You ate my sandwich?,6.0
Ross,20.0,Mac And C.H.E.E.S.E.,Oh-oh really?,6.0
Ross,20.0,Mac And C.H.E.E.S.E.,You-you-you-you threw my sandwich away!,6.0
Ross,20.0,Mac And C.H.E.E.S.E.,My sandwich?!!!,6.0
Ross,20.0,Mac And C.H.E.E.S.E.,My sandwich!!!!!!,6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"I want this part so much! Y'know? If I don't get this part I'm never gonna eat macaroni and cheese again!- no, I didn't say that! That's a lie.",6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"Oh come on guys, it's not like I moved to europe! I just moved across the hall! And we would have you over all the time if it weren't for monica's allergies. You're right, I could never lie to you. She hates you. Should I get that? Hello? Uh no, joey's not here right now. Can I take a message? Yeah, okay so the audition has been moved from 5:00 to 2:30? Okay great. Bye.",6.0
Monica,20.0,Mac And C.H.E.E.S.E.,Ahh! Aren't you dressed yet?,6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,Am I naked again?!,6.0
Monica,20.0,Mac And C.H.E.E.S.E.,We're supposed to meet my parents in 15 minutes.,6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?",6.0
Monica,20.0,Mac And C.H.E.E.S.E.,Wh?! What about my allergies?!,6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"Oh right, your allergies. All her, she hates you.",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,Yes!! Ha-ha!! All right! Hey! How cool would it be if you could watch like a real life-sized version of this? Huh? I mean how crazy would that be?,6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,As crazy as soccer?,6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"Hello? What are you talking about? The audition's not 'til 5:00! Well, nobody told me! Who'd you talk to? Nevermind!",6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,You mean you didn't get it from this?,6.0
Joey,20.0,Mac And C.H.E.E.S.E.,The allergy guy got the part! Thanks!,6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"Well, maybe we can fix it y'know? Maybe we can send him some-some big-big flowers and scare him!",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,How could you do this to me chandler?! This part could've turned my whole career around!,6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"I messed up. Okay? I'm sorry, I really messed up.",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"Hey, you don't even live here anymore! What are you doing answering my phone? I have my machine!",6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"Which I bought for ya. Taught ya how to use it. You thought it was a copier. Look, if there was anything I could do, I would do it. Okay? But everybody's allowed one mistake, right?",6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"You know he coulda gotten me a vcr, he coulda gotten me a set of golf clubs, but no, he has to get me the woman repeller! The eyesore from the liberace house of crap!",6.0
Phoebe,20.0,Mac And C.H.E.E.S.E.,It's not that bad.,6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"Oh, yeah, easy for you to say, you don't have to walk around sporting some reject from the mr. T collection.",6.0
Phoebe,20.0,Mac And C.H.E.E.S.E.,"Chandler, chandler.",6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"I pity the fool who puts on my jewelry, I do, I do. I pity the fool that... Hi!",6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"Yeah, I mean when you were late last night, kathy and I got to talking, and one thing to another and",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,And what?! Did you sleep with her?!,6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,No! No! No! I just kissed her.,6.0
Joey,20.0,Mac And C.H.E.E.S.E.,What?!! That's even worse!!,6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,How is that worse?!,6.0
Joey,20.0,Mac And C.H.E.E.S.E.,I don't know! But it's the same!,6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"You're right, I have no excuses! I was totally over the line.",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"Over the line?! You-you're-you're so far past the line, that you-you can't even see the line! The line is a dot to you!",6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"Look, I'm not saying that you should magically forgive me! But you're not perfect! You've made some errors in judgment too!",6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,What happened?!!,6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"Awww, man! He promised he wouldn't take the chairs!!",6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,What the hell happened?!! How were you locked in?!! And where the hell is all of our stuff?!!,6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"Well, this guy came by to look at the unit and-and he said he didn't think big enough to fit a grown man!",6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,So--you got in voluntarily?!,6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"I was tryin' to make a sale!! Oh, man, if I ever run into that guy again, do you know what I'm gonna do?",6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,Bend over?!!!,6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"Ok, now, remember, no trading. You get the pretty one, I get the mess.",6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,...and what did you bring?,6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,Joey's tailor...took advantage of me.,6.0
Joey,20.0,Mac And C.H.E.E.S.E.,No way! I've been going to the guy for 12 years.,6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"Oh come on! He said he was going to do my inseam, and he ran his hand up my leg, and then, there was definite...",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,"That's how they do pants! Ross, will you tell him? Isn't that how they measure pants?",6.0
Ross,20.0,Mac And C.H.E.E.S.E.,"Yes, yes it is. In prison!",6.0
Joey,20.0,Mac And C.H.E.E.S.E.,I said name one!,6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,I can't believe I did this! What an idiot!,6.0
Monica,20.0,Mac And C.H.E.E.S.E.,"Oh, stop beating yourself up! People make mistakes! These things happen! There aren't any message you've forgotten to give me are there? Apparently you're not very good at it! I",6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,Do you think he'll ever forgive me?,6.0
Rachel,20.0,Mac And C.H.E.E.S.E.,Of course he will! But chandler the most important thing is you forgive yourself!,6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,Y'know what? I-i kinda have.,6.0
Rachel,20.0,Mac And C.H.E.E.S.E.,Already? That's pretty bad what you did.,6.0
Monica,20.0,Mac And C.H.E.E.S.E.,Y'know what? He will forgive you. And I like to bring a pad with me when I go answer the phone just in case okay,6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,"You didn't see how mad he was, y'know?",6.0
Rachel,20.0,Mac And C.H.E.E.S.E.,"I'm sure he will forgive you. Look, we have all been there! Y'know, you fight, you make up, it's just the way it works.",6.0
Ross,20.0,Mac And C.H.E.E.S.E.,It took two people to break up this relationship!!,6.0
Rachel,20.0,Mac And C.H.E.E.S.E.,"Yeah! You and that girl from that copy place, which yesterday you took full responsibility for!!",6.0
Ross,20.0,Mac And C.H.E.E.S.E.,I didn't know what I was taking full responsibility for! Okay?! I didn't finish the whole letter!,6.0
Ross,20.0,Mac And C.H.E.E.S.E.,I fell asleep!,6.0
Rachel,20.0,Mac And C.H.E.E.S.E.,You fell asleep?!,6.0
Ross,20.0,Mac And C.H.E.E.S.E.,"It was 5:30 in the morning, and you had rambled on for 18 pages. Front and back!! Oh-oh-oh, and by the way, y-o-u-apostrophe-r-e means 'you are,' y-o-u-r means 'your!'",6.0
Rachel,20.0,Mac And C.H.E.E.S.E.,Y'know I can't believe I even thought about getting back together again! We are so over!!,6.0
Ross,20.0,Mac And C.H.E.E.S.E.,Fine by me!!,6.0
Rachel,20.0,Mac And C.H.E.E.S.E.,"And hey! Just so you know, it's not that common! It doesn't happen to every guy! And it is a big deal!!",6.0
Chandler,20.0,Mac And C.H.E.E.S.E.,I knew it!!!!,6.0
Monica,20.0,Mac And C.H.E.E.S.E.,You had no right to go out with him.,6.0
Rachel,20.0,Mac And C.H.E.E.S.E.,That is the most ridiculous...,6.0
Monica,20.0,Mac And C.H.E.E.S.E.,You sold me out.,6.0
Rachel,20.0,Mac And C.H.E.E.S.E.,I did not sell you out.,6.0
